,tra_meas,partner,geo,2023 ,nom_anglais
2988,PAS_BRD_DEP ,PT ,NL,,Netherlands
2989,PAS_BRD_DEP ,PT ,PL,,Poland
2990,PAS_BRD_DEP ,PT ,RO,,Romania
2991,PAS_BRD_DEP ,PT ,SE,,Sweden
2992,PAS_BRD_DEP ,PT ,SI,,Slovenia
2993,PAS_BRD_DEP ,PT ,SK,,Slovakia
2994,PAS_BRD_DEP ,RO ,AT,,Austria
2995,PAS_BRD_DEP ,RO ,BE,,Belgium
2996,PAS_BRD_DEP ,RO ,BG,,Bulgaria
2997,PAS_BRD_DEP ,RO ,CY,,Cyprus
2998,PAS_BRD_DEP ,RO ,CZ,,Czech Republic
2999,PAS_BRD_DEP ,RO ,DE,,Germany
3000,PAS_BRD_DEP ,RO ,DK,,Denmark
3001,PAS_BRD_DEP ,RO ,EE,,Estonia
3002,PAS_BRD_DEP ,RO ,ES,,Spain
3003,PAS_BRD_DEP ,RO ,FI,,Finland
3004,PAS_BRD_DEP ,RO ,FR,,France
3005,PAS_BRD_DEP ,RO ,HR,,Croatia
3006,PAS_BRD_DEP ,RO ,HU,,Hungary
3007,PAS_BRD_DEP ,RO ,IE,,Ireland
3008,PAS_BRD_DEP ,RO ,IT,,Italy
3009,PAS_BRD_DEP ,RO ,LT,,Lithuania
3010,PAS_BRD_DEP ,RO ,LU,,Luxembourg
3011,PAS_BRD_DEP ,RO ,LV,,Latvia
3012,PAS_BRD_DEP ,RO ,MT,,Malta
3013,PAS_BRD_DEP ,RO ,NL,,Netherlands
3014,PAS_BRD_DEP ,RO ,PL,,Poland
3015,PAS_BRD_DEP ,RO ,PT,,Portugal
3016,PAS_BRD_DEP ,RO ,SE,,Sweden
3017,PAS_BRD_DEP ,RO ,SI,,Slovenia
3018,PAS_BRD_DEP ,RO ,SK,,Slovakia
3019,PAS_BRD_DEP ,SE ,AT,,Austria
3020,PAS_BRD_DEP ,SE ,BE,,Belgium
3021,PAS_BRD_DEP ,SE ,BG,,Bulgaria
3022,PAS_BRD_DEP ,SE ,CY,,Cyprus
3023,PAS_BRD_DEP ,SE ,CZ,,Czech Republic
3024,PAS_BRD_DEP ,SE ,DE,,Germany
3025,PAS_BRD_DEP ,SE ,DK,,Denmark
3026,PAS_BRD_DEP ,SE ,EE,,Estonia
3027,PAS_BRD_DEP ,SE ,ES,,Spain
3028,PAS_BRD_DEP ,SE ,FI,,Finland
3029,PAS_BRD_DEP ,SE ,FR,,France
3030,PAS_BRD_DEP ,SE ,HR,,Croatia
3031,PAS_BRD_DEP ,SE ,HU,,Hungary
3032,PAS_BRD_DEP ,SE ,IE,,Ireland
3033,PAS_BRD_DEP ,SE ,IT,,Italy
3034,PAS_BRD_DEP ,SE ,LT,,Lithuania
3035,PAS_BRD_DEP ,SE ,LU,,Luxembourg
3036,PAS_BRD_DEP ,SE ,LV,,Latvia
3037,PAS_BRD_DEP ,SE ,MT,,Malta
3038,PAS_BRD_DEP ,SE ,NL,,Netherlands
3039,PAS_BRD_DEP ,SE ,PL,,Poland
3040,PAS_BRD_DEP ,SE ,PT,,Portugal
3041,PAS_BRD_DEP ,SE ,RO,,Romania
3042,PAS_BRD_DEP ,SE ,SI,,Slovenia
3043,PAS_BRD_DEP ,SE ,SK,,Slovakia
3044,PAS_BRD_DEP ,SI ,AT,,Austria
3045,PAS_BRD_DEP ,SI ,BE,,Belgium
3046,PAS_BRD_DEP ,SI ,BG,,Bulgaria
3047,PAS_BRD_DEP ,SI ,CY,,Cyprus
3048,PAS_BRD_DEP ,SI ,CZ,,Czech Republic
3049,PAS_BRD_DEP ,SI ,DE,,Germany
3050,PAS_BRD_DEP ,SI ,DK,,Denmark
3051,PAS_BRD_DEP ,SI ,EE,,Estonia
3052,PAS_BRD_DEP ,SI ,ES,,Spain
3053,PAS_BRD_DEP ,SI ,FI,,Finland
3054,PAS_BRD_DEP ,SI ,FR,,France
3055,PAS_BRD_DEP ,SI ,HR,,Croatia
3056,PAS_BRD_DEP ,SI ,HU,,Hungary
3057,PAS_BRD_DEP ,SI ,IE,,Ireland
3058,PAS_BRD_DEP ,SI ,IT,,Italy
3059,PAS_BRD_DEP ,SI ,LT,,Lithuania
3060,PAS_BRD_DEP ,SI ,LU,,Luxembourg
3061,PAS_BRD_DEP ,SI ,LV,,Latvia
3062,PAS_BRD_DEP ,SI ,MT,,Malta
3063,PAS_BRD_DEP ,SI ,NL,,Netherlands
3064,PAS_BRD_DEP ,SI ,PL,,Poland
3065,PAS_BRD_DEP ,SI ,PT,,Portugal
3066,PAS_BRD_DEP ,SI ,RO,,Romania
3067,PAS_BRD_DEP ,SI ,SE,,Sweden
3068,PAS_BRD_DEP ,SI ,SK,,Slovakia
3069,PAS_BRD_DEP ,SK ,AT,,Austria
3070,PAS_BRD_DEP ,SK ,BE,,Belgium
3071,PAS_BRD_DEP ,SK ,BG,,Bulgaria
3072,PAS_BRD_DEP ,SK ,CY,,Cyprus
3073,PAS_BRD_DEP ,SK ,CZ,,Czech Republic
3074,PAS_BRD_DEP ,SK ,DE,,Germany
3075,PAS_BRD_DEP ,SK ,DK,,Denmark
3076,PAS_BRD_DEP ,SK ,EE,,Estonia
3077,PAS_BRD_DEP ,SK ,ES,,Spain
3078,PAS_BRD_DEP ,SK ,FI,,Finland
3079,PAS_BRD_DEP ,SK ,FR,,France
3080,PAS_BRD_DEP ,SK ,HR,,Croatia
3081,PAS_BRD_DEP ,SK ,HU,,Hungary
3082,PAS_BRD_DEP ,SK ,IE,,Ireland
3083,PAS_BRD_DEP ,SK ,IT,,Italy
3084,PAS_BRD_DEP ,SK ,LT,,Lithuania
3085,PAS_BRD_DEP ,SK ,LU,,Luxembourg
3086,PAS_BRD_DEP ,SK ,LV,,Latvia
3087,PAS_BRD_DEP ,SK ,MT,,Malta
3088,PAS_BRD_DEP ,SK ,NL,,Netherlands
3089,PAS_BRD_DEP ,SK ,PL,,Poland
3090,PAS_BRD_DEP ,SK ,PT,,Portugal
3091,PAS_BRD_DEP ,SK ,RO,,Romania
3092,PAS_BRD_DEP ,SK ,SE,,Sweden
3093,PAS_BRD_DEP ,SK ,SI,,Slovenia
3094,PAS_BRD_DEP ,UK ,AT,,Austria
3095,PAS_BRD_DEP ,UK ,BE,,Belgium
3096,PAS_BRD_DEP ,UK ,BG,,Bulgaria
3097,PAS_BRD_DEP ,UK ,CY,,Cyprus
3098,PAS_BRD_DEP ,UK ,CZ,,Czech Republic
3099,PAS_BRD_DEP ,UK ,DE,,Germany
3100,PAS_BRD_DEP ,UK ,DK,,Denmark
3101,PAS_BRD_DEP ,UK ,EE,,Estonia
3102,PAS_BRD_DEP ,UK ,ES,,Spain
3103,PAS_BRD_DEP ,UK ,FI,,Finland
3104,PAS_BRD_DEP ,UK ,FR,,France
3105,PAS_BRD_DEP ,UK ,HR,,Croatia
3106,PAS_BRD_DEP ,UK ,HU,,Hungary
3107,PAS_BRD_DEP ,UK ,IE,,Ireland
3108,PAS_BRD_DEP ,UK ,IT,,Italy
3109,PAS_BRD_DEP ,UK ,LT,,Lithuania
3110,PAS_BRD_DEP ,UK ,LU,,Luxembourg
3111,PAS_BRD_DEP ,UK ,LV,,Latvia
3112,PAS_BRD_DEP ,UK ,MT,,Malta
3113,PAS_BRD_DEP ,UK ,NL,,Netherlands
3114,PAS_BRD_DEP ,UK ,PL,,Poland
3115,PAS_BRD_DEP ,UK ,PT,,Portugal
3116,PAS_BRD_DEP ,UK ,RO,,Romania
3117,PAS_BRD_DEP ,UK ,SE,,Sweden
3118,PAS_BRD_DEP ,UK ,SI,,Slovenia
3119,PAS_BRD_DEP ,UK ,SK,,Slovakia
3120,PAS_BRD_ARR ,AT ,BE,,Belgium
3121,PAS_BRD_ARR ,AT ,BG,,Bulgaria
3122,PAS_BRD_ARR ,AT ,CY,,Cyprus
3123,PAS_BRD_ARR ,AT ,CZ,,Czech Republic
3124,PAS_BRD_ARR ,AT ,DE,,Germany
3125,PAS_BRD_ARR ,AT ,DK,,Denmark
3126,PAS_BRD_ARR ,AT ,EE,,Estonia
3127,PAS_BRD_ARR ,AT ,ES,,Spain
3128,PAS_BRD_ARR ,AT ,FI,,Finland
3129,PAS_BRD_ARR ,AT ,FR,,France
3130,PAS_BRD_ARR ,AT ,HR,,Croatia
3131,PAS_BRD_ARR ,AT ,HU,,Hungary
3132,PAS_BRD_ARR ,AT ,IE,,Ireland
3133,PAS_BRD_ARR ,AT ,IT,,Italy
3134,PAS_BRD_ARR ,AT ,LT,,Lithuania
3135,PAS_BRD_ARR ,AT ,LU,,Luxembourg
3136,PAS_BRD_ARR ,AT ,LV,,Latvia
3137,PAS_BRD_ARR ,AT ,MT,,Malta
3138,PAS_BRD_ARR ,AT ,NL,,Netherlands
3139,PAS_BRD_ARR ,AT ,PL,,Poland
3140,PAS_BRD_ARR ,AT ,PT,,Portugal
3141,PAS_BRD_ARR ,AT ,RO,,Romania
3142,PAS_BRD_ARR ,AT ,SE,,Sweden
3143,PAS_BRD_ARR ,AT ,SI,,Slovenia
3144,PAS_BRD_ARR ,AT ,SK,,Slovakia
3145,PAS_BRD_ARR ,BE ,AT,,Austria
3146,PAS_BRD_ARR ,BE ,BG,,Bulgaria
3147,PAS_BRD_ARR ,BE ,CY,,Cyprus
3148,PAS_BRD_ARR ,BE ,CZ,,Czech Republic
3149,PAS_BRD_ARR ,BE ,DE,,Germany
3150,PAS_BRD_ARR ,BE ,DK,,Denmark
3151,PAS_BRD_ARR ,BE ,EE,,Estonia
3152,PAS_BRD_ARR ,BE ,ES,,Spain
3153,PAS_BRD_ARR ,BE ,FI,,Finland
3154,PAS_BRD_ARR ,BE ,FR,,France
3155,PAS_BRD_ARR ,BE ,HR,,Croatia
3156,PAS_BRD_ARR ,BE ,HU,,Hungary
3157,PAS_BRD_ARR ,BE ,IE,,Ireland
3158,PAS_BRD_ARR ,BE ,IT,,Italy
3159,PAS_BRD_ARR ,BE ,LT,,Lithuania
3160,PAS_BRD_ARR ,BE ,LU,,Luxembourg
3161,PAS_BRD_ARR ,BE ,LV,,Latvia
3162,PAS_BRD_ARR ,BE ,MT,,Malta
3163,PAS_BRD_ARR ,BE ,NL,,Netherlands
3164,PAS_BRD_ARR ,BE ,PL,,Poland
3165,PAS_BRD_ARR ,BE ,PT,,Portugal
3166,PAS_BRD_ARR ,BE ,RO,,Romania
3167,PAS_BRD_ARR ,BE ,SE,,Sweden
3168,PAS_BRD_ARR ,BE ,SI,,Slovenia
3169,PAS_BRD_ARR ,BE ,SK,,Slovakia
3170,PAS_BRD_ARR ,BG ,AT,,Austria
3171,PAS_BRD_ARR ,BG ,BE,,Belgium
3172,PAS_BRD_ARR ,BG ,CY,,Cyprus
3173,PAS_BRD_ARR ,BG ,CZ,,Czech Republic
3174,PAS_BRD_ARR ,BG ,DE,,Germany
3175,PAS_BRD_ARR ,BG ,DK,,Denmark
3176,PAS_BRD_ARR ,BG ,EE,,Estonia
3177,PAS_BRD_ARR ,BG ,ES,,Spain
3178,PAS_BRD_ARR ,BG ,FI,,Finland
3179,PAS_BRD_ARR ,BG ,FR,,France
3180,PAS_BRD_ARR ,BG ,HR,,Croatia
3181,PAS_BRD_ARR ,BG ,HU,,Hungary
3182,PAS_BRD_ARR ,BG ,IE,,Ireland
3183,PAS_BRD_ARR ,BG ,IT,,Italy
3184,PAS_BRD_ARR ,BG ,LT,,Lithuania
3185,PAS_BRD_ARR ,BG ,LU,,Luxembourg
3186,PAS_BRD_ARR ,BG ,LV,,Latvia
3187,PAS_BRD_ARR ,BG ,MT,,Malta
3188,PAS_BRD_ARR ,BG ,NL,,Netherlands
3189,PAS_BRD_ARR ,BG ,PL,,Poland
3190,PAS_BRD_ARR ,BG ,PT,,Portugal
3191,PAS_BRD_ARR ,BG ,RO,,Romania
3192,PAS_BRD_ARR ,BG ,SE,,Sweden
3193,PAS_BRD_ARR ,BG ,SI,,Slovenia
3194,PAS_BRD_ARR ,BG ,SK,,Slovakia
3195,PAS_BRD_ARR ,CY ,AT,,Austria
3196,PAS_BRD_ARR ,CY ,BE,,Belgium
3197,PAS_BRD_ARR ,CY ,BG,,Bulgaria
3198,PAS_BRD_ARR ,CY ,CZ,,Czech Republic
3199,PAS_BRD_ARR ,CY ,DE,,Germany
3200,PAS_BRD_ARR ,CY ,DK,,Denmark
3201,PAS_BRD_ARR ,CY ,EE,,Estonia
3202,PAS_BRD_ARR ,CY ,ES,,Spain
3203,PAS_BRD_ARR ,CY ,FI,,Finland
3204,PAS_BRD_ARR ,CY ,FR,,France
3205,PAS_BRD_ARR ,CY ,HR,,Croatia
3206,PAS_BRD_ARR ,CY ,HU,,Hungary
3207,PAS_BRD_ARR ,CY ,IE,,Ireland
3208,PAS_BRD_ARR ,CY ,IT,,Italy
3209,PAS_BRD_ARR ,CY ,LT,,Lithuania
3210,PAS_BRD_ARR ,CY ,LU,,Luxembourg
3211,PAS_BRD_ARR ,CY ,LV,,Latvia
3212,PAS_BRD_ARR ,CY ,MT,,Malta
3213,PAS_BRD_ARR ,CY ,NL,,Netherlands
3214,PAS_BRD_ARR ,CY ,PL,,Poland
3215,PAS_BRD_ARR ,CY ,PT,,Portugal
3216,PAS_BRD_ARR ,CY ,RO,,Romania
3217,PAS_BRD_ARR ,CY ,SE,,Sweden
3218,PAS_BRD_ARR ,CY ,SI,,Slovenia
3219,PAS_BRD_ARR ,CY ,SK,,Slovakia
3220,PAS_BRD_ARR ,CZ ,AT,,Austria
3221,PAS_BRD_ARR ,CZ ,BE,,Belgium
3222,PAS_BRD_ARR ,CZ ,BG,,Bulgaria
3223,PAS_BRD_ARR ,CZ ,CY,,Cyprus
3224,PAS_BRD_ARR ,CZ ,DE,,Germany
3225,PAS_BRD_ARR ,CZ ,DK,,Denmark
3226,PAS_BRD_ARR ,CZ ,EE,,Estonia
3227,PAS_BRD_ARR ,CZ ,ES,,Spain
3228,PAS_BRD_ARR ,CZ ,FI,,Finland
3229,PAS_BRD_ARR ,CZ ,FR,,France
3230,PAS_BRD_ARR ,CZ ,HR,,Croatia
3231,PAS_BRD_ARR ,CZ ,HU,,Hungary
3232,PAS_BRD_ARR ,CZ ,IE,,Ireland
3233,PAS_BRD_ARR ,CZ ,IT,,Italy
3234,PAS_BRD_ARR ,CZ ,LT,,Lithuania
3235,PAS_BRD_ARR ,CZ ,LU,,Luxembourg
3236,PAS_BRD_ARR ,CZ ,LV,,Latvia
3237,PAS_BRD_ARR ,CZ ,MT,,Malta
3238,PAS_BRD_ARR ,CZ ,NL,,Netherlands
3239,PAS_BRD_ARR ,CZ ,PL,,Poland
3240,PAS_BRD_ARR ,CZ ,PT,,Portugal
3241,PAS_BRD_ARR ,CZ ,RO,,Romania
3242,PAS_BRD_ARR ,CZ ,SE,,Sweden
3243,PAS_BRD_ARR ,CZ ,SI,,Slovenia
3244,PAS_BRD_ARR ,CZ ,SK,,Slovakia
3245,PAS_BRD_ARR ,DE ,AT,,Austria
3246,PAS_BRD_ARR ,DE ,BE,,Belgium
3247,PAS_BRD_ARR ,DE ,BG,,Bulgaria
3248,PAS_BRD_ARR ,DE ,CY,,Cyprus
3249,PAS_BRD_ARR ,DE ,CZ,,Czech Republic
3250,PAS_BRD_ARR ,DE ,DK,,Denmark
3251,PAS_BRD_ARR ,DE ,EE,,Estonia
3252,PAS_BRD_ARR ,DE ,ES,,Spain
3253,PAS_BRD_ARR ,DE ,FI,,Finland
3254,PAS_BRD_ARR ,DE ,FR,,France
3255,PAS_BRD_ARR ,DE ,HR,,Croatia
3256,PAS_BRD_ARR ,DE ,HU,,Hungary
3257,PAS_BRD_ARR ,DE ,IE,,Ireland
3258,PAS_BRD_ARR ,DE ,IT,,Italy
3259,PAS_BRD_ARR ,DE ,LT,,Lithuania
3260,PAS_BRD_ARR ,DE ,LU,,Luxembourg
3261,PAS_BRD_ARR ,DE ,LV,,Latvia
3262,PAS_BRD_ARR ,DE ,MT,,Malta
3263,PAS_BRD_ARR ,DE ,NL,,Netherlands
3264,PAS_BRD_ARR ,DE ,PL,,Poland
3265,PAS_BRD_ARR ,DE ,PT,,Portugal
3266,PAS_BRD_ARR ,DE ,RO,,Romania
3267,PAS_BRD_ARR ,DE ,SE,,Sweden
3268,PAS_BRD_ARR ,DE ,SI,,Slovenia
3269,PAS_BRD_ARR ,DE ,SK,,Slovakia
3270,PAS_BRD_ARR ,DK ,AT,,Austria
3271,PAS_BRD_ARR ,DK ,BE,,Belgium
3272,PAS_BRD_ARR ,DK ,BG,,Bulgaria
3273,PAS_BRD_ARR ,DK ,CY,,Cyprus
3274,PAS_BRD_ARR ,DK ,CZ,,Czech Republic
3275,PAS_BRD_ARR ,DK ,DE,,Germany
3276,PAS_BRD_ARR ,DK ,EE,,Estonia
3277,PAS_BRD_ARR ,DK ,ES,,Spain
3278,PAS_BRD_ARR ,DK ,FI,,Finland
3279,PAS_BRD_ARR ,DK ,FR,,France
3280,PAS_BRD_ARR ,DK ,HR,,Croatia
3281,PAS_BRD_ARR ,DK ,HU,,Hungary
3282,PAS_BRD_ARR ,DK ,IE,,Ireland
3283,PAS_BRD_ARR ,DK ,IT,,Italy
3284,PAS_BRD_ARR ,DK ,LT,,Lithuania
3285,PAS_BRD_ARR ,DK ,LU,,Luxembourg
3286,PAS_BRD_ARR ,DK ,LV,,Latvia
3287,PAS_BRD_ARR ,DK ,MT,,Malta
3288,PAS_BRD_ARR ,DK ,NL,,Netherlands
3289,PAS_BRD_ARR ,DK ,PL,,Poland
3290,PAS_BRD_ARR ,DK ,PT,,Portugal
3291,PAS_BRD_ARR ,DK ,RO,,Romania
3292,PAS_BRD_ARR ,DK ,SE,,Sweden
3293,PAS_BRD_ARR ,DK ,SI,,Slovenia
3294,PAS_BRD_ARR ,DK ,SK,,Slovakia
3295,PAS_BRD_ARR ,EE ,AT,,Austria
3296,PAS_BRD_ARR ,EE ,BE,,Belgium
3297,PAS_BRD_ARR ,EE ,BG,,Bulgaria
3298,PAS_BRD_ARR ,EE ,CY,,Cyprus
3299,PAS_BRD_ARR ,EE ,CZ,,Czech Republic
3300,PAS_BRD_ARR ,EE ,DE,,Germany
3301,PAS_BRD_ARR ,EE ,DK,,Denmark
3302,PAS_BRD_ARR ,EE ,ES,,Spain
3303,PAS_BRD_ARR ,EE ,FI,,Finland
3304,PAS_BRD_ARR ,EE ,FR,,France
3305,PAS_BRD_ARR ,EE ,HR,,Croatia
3306,PAS_BRD_ARR ,EE ,HU,,Hungary
3307,PAS_BRD_ARR ,EE ,IE,,Ireland
3308,PAS_BRD_ARR ,EE ,IT,,Italy
3309,PAS_BRD_ARR ,EE ,LT,,Lithuania
3310,PAS_BRD_ARR ,EE ,LU,,Luxembourg
3311,PAS_BRD_ARR ,EE ,LV,,Latvia
3312,PAS_BRD_ARR ,EE ,MT,,Malta
3313,PAS_BRD_ARR ,EE ,NL,,Netherlands
3314,PAS_BRD_ARR ,EE ,PL,,Poland
3315,PAS_BRD_ARR ,EE ,PT,,Portugal
3316,PAS_BRD_ARR ,EE ,RO,,Romania
3317,PAS_BRD_ARR ,EE ,SE,,Sweden
3318,PAS_BRD_ARR ,EE ,SI,,Slovenia
3319,PAS_BRD_ARR ,EE ,SK,,Slovakia
3320,PAS_BRD_ARR ,EL ,AT,,Austria
3321,PAS_BRD_ARR ,EL ,BE,,Belgium
3322,PAS_BRD_ARR ,EL ,BG,,Bulgaria
3323,PAS_BRD_ARR ,EL ,CY,,Cyprus
3324,PAS_BRD_ARR ,EL ,CZ,,Czech Republic
3325,PAS_BRD_ARR ,EL ,DE,,Germany
3326,PAS_BRD_ARR ,EL ,DK,,Denmark
3327,PAS_BRD_ARR ,EL ,EE,,Estonia
3328,PAS_BRD_ARR ,EL ,ES,,Spain
3329,PAS_BRD_ARR ,EL ,FI,,Finland
3330,PAS_BRD_ARR ,EL ,FR,,France
3331,PAS_BRD_ARR ,EL ,HR,,Croatia
3332,PAS_BRD_ARR ,EL ,HU,,Hungary
3333,PAS_BRD_ARR ,EL ,IE,,Ireland
3334,PAS_BRD_ARR ,EL ,IT,,Italy
3335,PAS_BRD_ARR ,EL ,LT,,Lithuania
3336,PAS_BRD_ARR ,EL ,LU,,Luxembourg
3337,PAS_BRD_ARR ,EL ,LV,,Latvia
3338,PAS_BRD_ARR ,EL ,MT,,Malta
3339,PAS_BRD_ARR ,EL ,NL,,Netherlands
3340,PAS_BRD_ARR ,EL ,PL,,Poland
3341,PAS_BRD_ARR ,EL ,PT,,Portugal
3342,PAS_BRD_ARR ,EL ,RO,,Romania
3343,PAS_BRD_ARR ,EL ,SE,,Sweden
3344,PAS_BRD_ARR ,EL ,SI,,Slovenia
3345,PAS_BRD_ARR ,EL ,SK,,Slovakia
3346,PAS_BRD_ARR ,ES ,AT,,Austria
3347,PAS_BRD_ARR ,ES ,BE,,Belgium
3348,PAS_BRD_ARR ,ES ,BG,,Bulgaria
3349,PAS_BRD_ARR ,ES ,CY,,Cyprus
3350,PAS_BRD_ARR ,ES ,CZ,,Czech Republic
3351,PAS_BRD_ARR ,ES ,DE,,Germany
3352,PAS_BRD_ARR ,ES ,DK,,Denmark
3353,PAS_BRD_ARR ,ES ,EE,,Estonia
3354,PAS_BRD_ARR ,ES ,FI,,Finland
3355,PAS_BRD_ARR ,ES ,FR,,France
3356,PAS_BRD_ARR ,ES ,HR,,Croatia
3357,PAS_BRD_ARR ,ES ,HU,,Hungary
3358,PAS_BRD_ARR ,ES ,IE,,Ireland
3359,PAS_BRD_ARR ,ES ,IT,,Italy
3360,PAS_BRD_ARR ,ES ,LT,,Lithuania
3361,PAS_BRD_ARR ,ES ,LU,,Luxembourg
3362,PAS_BRD_ARR ,ES ,LV,,Latvia
3363,PAS_BRD_ARR ,ES ,MT,,Malta
3364,PAS_BRD_ARR ,ES ,NL,,Netherlands
3365,PAS_BRD_ARR ,ES ,PL,,Poland
3366,PAS_BRD_ARR ,ES ,PT,,Portugal
3367,PAS_BRD_ARR ,ES ,RO,,Romania
3368,PAS_BRD_ARR ,ES ,SE,,Sweden
3369,PAS_BRD_ARR ,ES ,SI,,Slovenia
3370,PAS_BRD_ARR ,ES ,SK,,Slovakia
3371,PAS_BRD_ARR ,EU27_2007 ,AT,,Austria
3372,PAS_BRD_ARR ,EU27_2007 ,BE,,Belgium
3373,PAS_BRD_ARR ,EU27_2007 ,BG,,Bulgaria
3374,PAS_BRD_ARR ,EU27_2007 ,CY,,Cyprus
3375,PAS_BRD_ARR ,EU27_2007 ,CZ,,Czech Republic
3376,PAS_BRD_ARR ,EU27_2007 ,DE,,Germany
3377,PAS_BRD_ARR ,EU27_2007 ,DK,,Denmark
3378,PAS_BRD_ARR ,EU27_2007 ,EE,,Estonia
3379,PAS_BRD_ARR ,EU27_2007 ,ES,,Spain
3380,PAS_BRD_ARR ,EU27_2007 ,FI,,Finland
3381,PAS_BRD_ARR ,EU27_2007 ,FR,,France
3382,PAS_BRD_ARR ,EU27_2007 ,HR,,Croatia
3383,PAS_BRD_ARR ,EU27_2007 ,HU,,Hungary
3384,PAS_BRD_ARR ,EU27_2007 ,IE,,Ireland
3385,PAS_BRD_ARR ,EU27_2007 ,IT,,Italy
3386,PAS_BRD_ARR ,EU27_2007 ,LT,,Lithuania
3387,PAS_BRD_ARR ,EU27_2007 ,LU,,Luxembourg
3388,PAS_BRD_ARR ,EU27_2007 ,LV,,Latvia
3389,PAS_BRD_ARR ,EU27_2007 ,MT,,Malta
3390,PAS_BRD_ARR ,EU27_2007 ,NL,,Netherlands
3391,PAS_BRD_ARR ,EU27_2007 ,PL,,Poland
3392,PAS_BRD_ARR ,EU27_2007 ,PT,,Portugal
3393,PAS_BRD_ARR ,EU27_2007 ,RO,,Romania
3394,PAS_BRD_ARR ,EU27_2007 ,SE,,Sweden
3395,PAS_BRD_ARR ,EU27_2007 ,SI,,Slovenia
3396,PAS_BRD_ARR ,EU27_2007 ,SK,,Slovakia
3397,PAS_BRD_ARR ,EU27_2020 ,AT,,Austria
3398,PAS_BRD_ARR ,EU27_2020 ,BE,,Belgium
3399,PAS_BRD_ARR ,EU27_2020 ,BG,,Bulgaria
3400,PAS_BRD_ARR ,EU27_2020 ,CY,,Cyprus
3401,PAS_BRD_ARR ,EU27_2020 ,CZ,,Czech Republic
3402,PAS_BRD_ARR ,EU27_2020 ,DE,,Germany
3403,PAS_BRD_ARR ,EU27_2020 ,DK,,Denmark
3404,PAS_BRD_ARR ,EU27_2020 ,EE,,Estonia
3405,PAS_BRD_ARR ,EU27_2020 ,ES,,Spain
3406,PAS_BRD_ARR ,EU27_2020 ,FI,,Finland
3407,PAS_BRD_ARR ,EU27_2020 ,FR,,France
3408,PAS_BRD_ARR ,EU27_2020 ,HR,,Croatia
3409,PAS_BRD_ARR ,EU27_2020 ,HU,,Hungary
3410,PAS_BRD_ARR ,EU27_2020 ,IE,,Ireland
3411,PAS_BRD_ARR ,EU27_2020 ,IT,,Italy
3412,PAS_BRD_ARR ,EU27_2020 ,LT,,Lithuania
3413,PAS_BRD_ARR ,EU27_2020 ,LU,,Luxembourg
3414,PAS_BRD_ARR ,EU27_2020 ,LV,,Latvia
3415,PAS_BRD_ARR ,EU27_2020 ,MT,,Malta
3416,PAS_BRD_ARR ,EU27_2020 ,NL,,Netherlands
3417,PAS_BRD_ARR ,EU27_2020 ,PL,,Poland
3418,PAS_BRD_ARR ,EU27_2020 ,PT,,Portugal
3419,PAS_BRD_ARR ,EU27_2020 ,RO,,Romania
3420,PAS_BRD_ARR ,EU27_2020 ,SE,,Sweden
3421,PAS_BRD_ARR ,EU27_2020 ,SI,,Slovenia
3422,PAS_BRD_ARR ,EU27_2020 ,SK,,Slovakia
3423,PAS_BRD_ARR ,EU28 ,AT,,Austria
3424,PAS_BRD_ARR ,EU28 ,BE,,Belgium
3425,PAS_BRD_ARR ,EU28 ,BG,,Bulgaria
3426,PAS_BRD_ARR ,EU28 ,CY,,Cyprus
3427,PAS_BRD_ARR ,EU28 ,CZ,,Czech Republic
3428,PAS_BRD_ARR ,EU28 ,DE,,Germany
3429,PAS_BRD_ARR ,EU28 ,DK,,Denmark
3430,PAS_BRD_ARR ,EU28 ,EE,,Estonia
3431,PAS_BRD_ARR ,EU28 ,ES,,Spain
3432,PAS_BRD_ARR ,EU28 ,FI,,Finland
3433,PAS_BRD_ARR ,EU28 ,FR,,France
3434,PAS_BRD_ARR ,EU28 ,HR,,Croatia
3435,PAS_BRD_ARR ,EU28 ,HU,,Hungary
3436,PAS_BRD_ARR ,EU28 ,IE,,Ireland
3437,PAS_BRD_ARR ,EU28 ,IT,,Italy
3438,PAS_BRD_ARR ,EU28 ,LT,,Lithuania
3439,PAS_BRD_ARR ,EU28 ,LU,,Luxembourg
3440,PAS_BRD_ARR ,EU28 ,LV,,Latvia
3441,PAS_BRD_ARR ,EU28 ,MT,,Malta
3442,PAS_BRD_ARR ,EU28 ,NL,,Netherlands
3443,PAS_BRD_ARR ,EU28 ,PL,,Poland
3444,PAS_BRD_ARR ,EU28 ,PT,,Portugal
3445,PAS_BRD_ARR ,EU28 ,RO,,Romania
3446,PAS_BRD_ARR ,EU28 ,SE,,Sweden
3447,PAS_BRD_ARR ,EU28 ,SI,,Slovenia
3448,PAS_BRD_ARR ,EU28 ,SK,,Slovakia
3449,PAS_BRD_ARR ,FI ,AT,,Austria
3450,PAS_BRD_ARR ,FI ,BE,,Belgium
3451,PAS_BRD_ARR ,FI ,BG,,Bulgaria
3452,PAS_BRD_ARR ,FI ,CY,,Cyprus
3453,PAS_BRD_ARR ,FI ,CZ,,Czech Republic
3454,PAS_BRD_ARR ,FI ,DE,,Germany
3455,PAS_BRD_ARR ,FI ,DK,,Denmark
3456,PAS_BRD_ARR ,FI ,EE,,Estonia
